orderNumber,productCode,productVendor,quantityOrdered,priceEach
10280,S18_3320,Exoto Designs,34,99.21
10280,S18_1367,Studio M Art Models,27,47.44
10280,S18_1342,Motor City Art Classics,50,87.33
10280,S18_2795,Gearbox Collectibles,22,158.63
10280,S24_2022,Classic Metal Creations,45,36.29
10280,S24_1937,Motor City Art Classics,20,29.87
10280,S18_2325,Autoart Studio Design,37,109.33
10280,S24_3969,Red Start Diecast,33,35.29
10280,S18_2248,Motor City Art Classics,25,53.28
10280,S18_1749,Welly Diecast Productions,26,161.5
10280,S18_4409,Exoto Designs,35,77.31
10281,S12_4473,Exoto Designs,41,98.36
10281,S24_2840,Carousel DieCast Legends,20,33.95
10281,S32_2509,Classic Metal Creations,31,44.91
10281,S18_2319,Unimax Art Galleries,48,114.14
10281,S18_3232,Unimax Art Galleries,25,135.47
10281,S24_2300,Autoart Studio Design,25,112.46
10281,S18_2432,Carousel DieCast Legends,29,56.52
10281,S32_1268,Motor City Art Classics,29,80.9
10281,S10_4962,Second Gear Diecast,44,132.97
10281,S18_4600,Motor City Art Classics,25,96.86
10281,S700_2824,Carousel DieCast Legends,27,89.01
10281,S32_3522,Red Start Diecast,36,59.47
10281,S12_1666,Welly Diecast Productions,25,127.1
10281,S18_4668,Studio M Art Models,44,42.76
10282,S18_3140,Unimax Art Galleries,43,122.93
10282,S700_1938,Studio M Art Models,43,77.95
10282,S18_3259,Carousel DieCast Legends,36,88.74
10282,S12_3891,Second Gear Diecast,24,169.56
10282,S12_1108,Second Gear Diecast,41,176.63
10282,S12_3148,Welly Diecast Productions,27,142.02
10282,S50_1514,Classic Metal Creations,37,56.24
10282,S18_4027,Min Lin Diecast,31,132.13
10282,S32_3207,Gearbox Collectibles,36,51.58
10282,S24_4048,Exoto Designs,39,96.99
10282,S24_1444,Highway 66 Mini Classics,29,49.71
10282,S50_1392,Highway 66 Mini Classics,38,114.59
10282,S18_2238,Gearbox Collectibles,23,147.36
10283,S72_1253,Motor City Art Classics,43,41.22
10283,S700_2047,Unimax Art Galleries,20,74.23
10283,S18_3856,Exoto Designs,46,100.58
10283,S18_3029,Min Lin Diecast,21,78.28
10283,S24_3816,Carousel DieCast Legends,33,77.15
10283,S10_4757,Motor City Art Classics,25,130.56
10283,S700_2610,Red Start Diecast,47,68.67
10283,S24_3151,Min Lin Diecast,34,80.54
10283,S700_1138,Autoart Studio Design,45,62
10283,S700_3505,Carousel DieCast Legends,22,88.15
10283,S700_3962,Welly Diecast Productions,38,85.41
10283,S72_3212,Unimax Art Galleries,33,49.14
10283,S24_2011,Carousel DieCast Legends,42,99.54
10283,S18_4522,Exoto Designs,34,71.97
10284,S18_2581,Gearbox Collectibles,31,68.43
10284,S24_4278,Unimax Art Galleries,21,66.65
10284,S24_1785,Classic Metal Creations,22,101.76
10284,S32_4289,Highway 66 Mini Classics,50,60.54
10284,S50_1341,Studio M Art Models,33,35.78
10284,S700_1691,Min Lin Diecast,24,87.69
10284,S700_3167,Motor City Art Classics,25,68
10284,S700_2466,Motor City Art Classics,45,95.73
10284,S700_4002,Second Gear Diecast,32,73.29
10284,S24_3949,Second Gear Diecast,21,65.51
10284,S18_1662,Red Start Diecast,45,137.19
10284,S24_2841,Autoart Studio Design,30,65.08
10284,S24_3420,Autoart Studio Design,39,59.83
10285,S32_2206,Gearbox Collectibles,37,36.61
10285,S50_4713,Autoart Studio Design,39,76.48
10285,S24_2360,Highway 66 Mini Classics,38,64.41
10285,S32_4485,Second Gear Diecast,26,100.01
10285,S12_2823,Unimax Art Galleries,49,131.04
10285,S10_1678,Min Lin Diecast,36,95.7
10285,S24_1578,Autoart Studio Design,34,91.29
10285,S10_4698,Red Start Diecast,27,166.55
10285,S10_2016,Highway 66 Mini Classics,47,110.61
10285,S18_2625,Welly Diecast Productions,20,50.88
10285,S24_2000,Highway 66 Mini Classics,39,61.7
10285,S32_1374,Exoto Designs,37,82.91
10285,S700_2834,Highway 66 Mini Classics,45,102.04
10286,S18_3782,Studio M Art Models,38,51.6
10287,S18_2870,Red Start Diecast,44,114.84
10287,S18_3685,Gearbox Collectibles,27,139.87
10287,S18_1984,Min Lin Diecast,24,123.76
10287,S18_1129,Highway 66 Mini Classics,41,113.23
10287,S18_3232,Unimax Art Galleries,36,137.17
10287,S24_2972,Second Gear Diecast,36,31.34
10287,S24_3856,Classic Metal Creations,36,137.62
10287,S18_1889,Gearbox Collectibles,44,61.6
10287,S12_4675,Welly Diecast Productions,23,107.1
10287,S12_3380,Welly Diecast Productions,45,117.44
10287,S24_3371,Welly Diecast Productions,20,58.17
10287,S12_1099,Autoart Studio Design,21,190.68
10287,S12_3990,Studio M Art Models,41,74.21
10287,S18_3482,Gearbox Collectibles,40,127.88
10287,S18_3278,Min Lin Diecast,43,68.35
10287,S24_4620,Classic Metal Creations,40,79.22
10287,S18_4721,Classic Metal Creations,34,119.04
10288,S24_1937,Motor City Art Classics,29,32.19
10288,S18_2325,Autoart Studio Design,31,102.98
10288,S24_3969,Red Start Diecast,33,37.75
10288,S18_2248,Motor City Art Classics,28,50.25
10288,S18_1749,Welly Diecast Productions,32,168.3
10288,S18_4409,Exoto Designs,35,90.19
10288,S18_4933,Studio M Art Models,23,57.02
10288,S24_2887,Exoto Designs,48,109.22
10288,S24_2766,Classic Metal Creations,35,81.78
10288,S24_3191,Exoto Designs,34,76.19
10288,S24_1046,Unimax Art Galleries,36,66.88
10288,S24_3432,Gearbox Collectibles,41,101.73
10288,S24_1628,Carousel DieCast Legends,50,49.3
10288,S18_1589,Classic Metal Creations,20,120.71
10289,S18_1367,Studio M Art Models,24,44.75
10289,S18_1342,Motor City Art Classics,38,92.47
10289,S18_2795,Gearbox Collectibles,43,141.75
10289,S24_2022,Classic Metal Creations,45,41.22
10290,S24_4258,Second Gear Diecast,45,83.76
10290,S18_3320,Exoto Designs,26,80.36
10291,S24_2300,Autoart Studio Design,48,109.9
10291,S18_2432,Carousel DieCast Legends,26,52.26
10291,S32_1268,Motor City Art Classics,26,82.83
10291,S10_4962,Second Gear Diecast,30,141.83
10291,S18_4600,Motor City Art Classics,48,96.86
10291,S700_2824,Carousel DieCast Legends,28,86.99
10291,S32_3522,Red Start Diecast,32,53
10291,S12_1666,Welly Diecast Productions,41,123
10291,S18_4668,Studio M Art Models,29,45.28
10291,S18_1097,Studio M Art Models,41,96.84
10291,S10_1949,Classic Metal Creations,37,210.01
10291,S18_2949,Carousel DieCast Legends,47,99.28
10291,S18_3136,Red Start Diecast,23,93.2
10291,S18_2957,Min Lin Diecast,37,56.21
10292,S50_1514,Classic Metal Creations,35,49.79
10292,S18_4027,Min Lin Diecast,44,114.9
10292,S32_3207,Gearbox Collectibles,31,59.65
10292,S24_4048,Exoto Designs,27,113.55
10292,S24_1444,Highway 66 Mini Classics,40,48.55
10292,S50_1392,Highway 66 Mini Classics,41,113.44
10292,S18_2238,Gearbox Collectibles,26,140.81
10292,S12_4473,Exoto Designs,21,94.8
10292,S24_2840,Carousel DieCast Legends,39,34.3
10292,S32_2509,Classic Metal Creations,50,54.11
10292,S18_2319,Unimax Art Galleries,41,103.09
10292,S18_3232,Unimax Art Galleries,21,147.33
10293,S72_3212,Unimax Art Galleries,32,51.32
10293,S24_2011,Carousel DieCast Legends,21,111.83
10293,S18_4522,Exoto Designs,49,72.85
10293,S18_3140,Unimax Art Galleries,24,110.64
10293,S700_1938,Studio M Art Models,29,77.95
10293,S18_3259,Carousel DieCast Legends,22,91.76
10293,S12_3891,Second Gear Diecast,45,171.29
10293,S12_1108,Second Gear Diecast,46,187.02
10293,S12_3148,Welly Diecast Productions,24,129.93
10294,S700_3962,Welly Diecast Productions,45,98.32
10295,S10_4757,Motor City Art Classics,24,136
10295,S700_2610,Red Start Diecast,44,71.56
10295,S24_3151,Min Lin Diecast,46,84.08
10295,S700_1138,Autoart Studio Design,26,62
10295,S700_3505,Carousel DieCast Legends,34,93.16
10296,S50_1341,Studio M Art Models,26,41.02
10296,S700_1691,Min Lin Diecast,42,75.81
10296,S700_3167,Motor City Art Classics,22,74.4
10296,S700_2466,Motor City Art Classics,24,96.73
10296,S700_4002,Second Gear Diecast,47,61.44
10296,S24_3949,Second Gear Diecast,32,63.46
10296,S18_1662,Red Start Diecast,36,146.65
10296,S24_2841,Autoart Studio Design,21,60.97
10296,S24_3420,Autoart Studio Design,31,63.78
10296,S72_1253,Motor City Art Classics,21,46.68
10296,S700_2047,Unimax Art Galleries,34,89.61
10296,S18_3856,Exoto Designs,22,105.87
10296,S18_3029,Min Lin Diecast,21,69.68
10296,S24_3816,Carousel DieCast Legends,22,83.02
10297,S24_2000,Highway 66 Mini Classics,32,70.08
10297,S32_1374,Exoto Designs,26,88.9
10297,S700_2834,Highway 66 Mini Classics,35,111.53
10297,S18_2581,Gearbox Collectibles,25,81.95
10297,S24_4278,Unimax Art Galleries,23,71.73
10297,S24_1785,Classic Metal Creations,32,107.23
10297,S32_4289,Highway 66 Mini Classics,28,63.29
10298,S10_2016,Highway 66 Mini Classics,39,105.86
10298,S18_2625,Welly Diecast Productions,32,60.57
10299,S24_4620,Classic Metal Creations,32,66.29
10299,S18_4721,Classic Metal Creations,49,119.04
10299,S18_3782,Studio M Art Models,39,62.17
10299,S32_2206,Gearbox Collectibles,24,36.21
10299,S50_4713,Autoart Studio Design,44,77.29
10299,S24_2360,Highway 66 Mini Classics,33,58.87
10299,S32_4485,Second Gear Diecast,38,84.7
10299,S12_2823,Unimax Art Galleries,24,123.51
10299,S10_1678,Min Lin Diecast,23,76.56
10299,S24_1578,Autoart Studio Design,47,107.07
10299,S10_4698,Red Start Diecast,29,164.61
10300,S18_1889,Gearbox Collectibles,41,63.14
10300,S12_4675,Welly Diecast Productions,23,95.58
10300,S12_3380,Welly Diecast Productions,29,116.27
10300,S24_3371,Welly Diecast Productions,31,52.05
10300,S12_1099,Autoart Studio Design,33,184.84
10300,S12_3990,Studio M Art Models,22,76.61
10300,S18_3482,Gearbox Collectibles,23,144.05
10300,S18_3278,Min Lin Diecast,49,65.94
10301,S24_1046,Unimax Art Galleries,27,64.67
10301,S24_3432,Gearbox Collectibles,22,86.73
10301,S24_1628,Carousel DieCast Legends,22,40.75
10301,S18_1589,Classic Metal Creations,32,118.22
10301,S18_2870,Red Start Diecast,22,113.52
10301,S18_3685,Gearbox Collectibles,39,137.04
10301,S18_1984,Min Lin Diecast,47,119.49
10301,S18_1129,Highway 66 Mini Classics,37,114.65
10301,S18_3232,Unimax Art Galleries,23,135.47
10301,S24_2972,Second Gear Diecast,48,32.1
10301,S24_3856,Classic Metal Creations,50,122.17
10302,S18_1749,Welly Diecast Productions,43,166.6
10302,S18_4409,Exoto Designs,38,82.83
10302,S18_4933,Studio M Art Models,23,70.56
10302,S24_2887,Exoto Designs,45,104.52
10302,S24_2766,Classic Metal Creations,49,75.42
10302,S24_3191,Exoto Designs,48,74.48
10303,S24_3969,Red Start Diecast,24,35.7
10303,S18_2248,Motor City Art Classics,46,56.91
10304,S700_2824,Carousel DieCast Legends,40,80.92
10304,S32_3522,Red Start Diecast,36,52.36
10304,S12_1666,Welly Diecast Productions,39,117.54
10304,S18_4668,Studio M Art Models,34,44.27
10304,S18_1097,Studio M Art Models,46,106.17
10304,S10_1949,Classic Metal Creations,47,201.44
10304,S18_2949,Carousel DieCast Legends,46,98.27
10304,S18_3136,Red Start Diecast,26,90.06
10304,S18_2957,Min Lin Diecast,24,54.34
10304,S24_4258,Second Gear Diecast,33,80.83
10304,S18_3320,Exoto Designs,38,95.24
10304,S18_1367,Studio M Art Models,37,46.9
10304,S18_1342,Motor City Art Classics,37,95.55
10304,S18_2795,Gearbox Collectibles,20,141.75
10304,S24_2022,Classic Metal Creations,44,42.11
10304,S24_1937,Motor City Art Classics,23,29.21
10304,S18_2325,Autoart Studio Design,24,102.98
10305,S24_4048,Exoto Designs,36,118.28
10305,S24_1444,Highway 66 Mini Classics,45,48.55
10305,S50_1392,Highway 66 Mini Classics,42,109.96
10305,S18_2238,Gearbox Collectibles,27,132.62
10305,S12_4473,Exoto Designs,38,107.84
10305,S24_2840,Carousel DieCast Legends,48,30.76
10305,S32_2509,Classic Metal Creations,40,48.7
10305,S18_2319,Unimax Art Galleries,36,117.82
10305,S18_3232,Unimax Art Galleries,37,160.87
10305,S24_2300,Autoart Studio Design,24,107.34
10305,S18_2432,Carousel DieCast Legends,41,58.95
10305,S32_1268,Motor City Art Classics,28,94.38
10305,S10_4962,Second Gear Diecast,38,130.01
10305,S18_4600,Motor City Art Classics,22,112.6
10306,S700_2610,Red Start Diecast,43,62.16
10306,S24_3151,Min Lin Diecast,31,76.12
10306,S700_1138,Autoart Studio Design,50,61.34
10306,S700_3505,Carousel DieCast Legends,32,99.17
10306,S700_3962,Welly Diecast Productions,30,87.39
10306,S72_3212,Unimax Art Galleries,35,48.05
10306,S24_2011,Carousel DieCast Legends,29,109.37
10306,S18_4522,Exoto Designs,39,85.14
10306,S18_3140,Unimax Art Galleries,32,114.74
10306,S700_1938,Studio M Art Models,38,73.62
10306,S18_3259,Carousel DieCast Legends,40,83.7
10306,S12_3891,Second Gear Diecast,20,145.34
10306,S12_1108,Second Gear Diecast,31,182.86
10306,S12_3148,Welly Diecast Productions,34,145.04
10306,S50_1514,Classic Metal Creations,34,51.55
10306,S18_4027,Min Lin Diecast,23,126.39
10306,S32_3207,Gearbox Collectibles,46,60.28
10307,S18_1662,Red Start Diecast,39,135.61
10307,S24_2841,Autoart Studio Design,25,58.23
10307,S24_3420,Autoart Studio Design,22,64.44
10307,S72_1253,Motor City Art Classics,34,44.2
10307,S700_2047,Unimax Art Galleries,34,81.47
10307,S18_3856,Exoto Designs,48,92.11
10307,S18_3029,Min Lin Diecast,31,71.4
10307,S24_3816,Carousel DieCast Legends,22,75.47
10307,S10_4757,Motor City Art Classics,22,118.32
10308,S10_4698,Red Start Diecast,20,187.85
10308,S10_2016,Highway 66 Mini Classics,34,115.37
10308,S18_2625,Welly Diecast Productions,34,48.46
10308,S24_2000,Highway 66 Mini Classics,47,68.55
10308,S32_1374,Exoto Designs,24,99.89
10308,S700_2834,Highway 66 Mini Classics,31,100.85
10308,S18_2581,Gearbox Collectibles,27,81.95
10308,S24_4278,Unimax Art Galleries,44,71.73
10308,S24_1785,Classic Metal Creations,31,99.57
10308,S32_4289,Highway 66 Mini Classics,46,61.22
10308,S50_1341,Studio M Art Models,47,37.09
10308,S700_1691,Min Lin Diecast,21,73.07
10308,S700_3167,Motor City Art Classics,21,79.2
10308,S700_2466,Motor City Art Classics,35,88.75
10308,S700_4002,Second Gear Diecast,39,62.93
10308,S24_3949,Second Gear Diecast,43,58
10309,S50_4713,Autoart Studio Design,28,74.04
10309,S24_2360,Highway 66 Mini Classics,24,59.56
10309,S32_4485,Second Gear Diecast,50,93.89
10309,S12_2823,Unimax Art Galleries,26,144.6
10309,S10_1678,Min Lin Diecast,41,94.74
10309,S24_1578,Autoart Studio Design,21,96.92
10310,S18_1984,Min Lin Diecast,24,129.45
10310,S18_1129,Highway 66 Mini Classics,37,128.8
10310,S18_3232,Unimax Art Galleries,48,159.18
10310,S24_2972,Second Gear Diecast,33,33.23
10310,S24_3856,Classic Metal Creations,45,139.03
10310,S18_1889,Gearbox Collectibles,20,66.99
10310,S12_4675,Welly Diecast Productions,25,101.34
10310,S12_3380,Welly Diecast Productions,24,105.7
10310,S24_3371,Welly Diecast Productions,38,50.21
10310,S12_1099,Autoart Studio Design,33,165.38
10310,S12_3990,Studio M Art Models,49,77.41
10310,S18_3482,Gearbox Collectibles,49,122
10310,S18_3278,Min Lin Diecast,27,70.76
10310,S24_4620,Classic Metal Creations,49,75.18
10310,S18_4721,Classic Metal Creations,40,133.92
10310,S18_3782,Studio M Art Models,42,59.06
10310,S32_2206,Gearbox Collectibles,36,38.62
10311,S18_4409,Exoto Designs,41,92.03
10311,S18_4933,Studio M Art Models,25,66.99
10311,S24_2887,Exoto Designs,43,116.27
10311,S24_2766,Classic Metal Creations,28,89.05
10311,S24_3191,Exoto Designs,25,85.61
10311,S24_1046,Unimax Art Galleries,26,70.55
10311,S24_3432,Gearbox Collectibles,46,91.02
10311,S24_1628,Carousel DieCast Legends,45,48.8
10311,S18_1589,Classic Metal Creations,29,124.44
10311,S18_2870,Red Start Diecast,43,114.84
10311,S18_3685,Gearbox Collectibles,32,134.22
10312,S18_4668,Studio M Art Models,39,44.27
10312,S18_1097,Studio M Art Models,32,101.5
10312,S10_1949,Classic Metal Creations,48,214.3
10312,S18_2949,Carousel DieCast Legends,37,91.18
10312,S18_3136,Red Start Diecast,38,93.2
10312,S18_2957,Min Lin Diecast,35,54.34
10312,S24_4258,Second Gear Diecast,44,96.42
10312,S18_3320,Exoto Designs,33,84.33
10312,S18_1367,Studio M Art Models,25,43.67
10312,S18_1342,Motor City Art Classics,43,102.74
10312,S18_2795,Gearbox Collectibles,25,150.19
10312,S24_2022,Classic Metal Creations,23,43.46
10312,S24_1937,Motor City Art Classics,39,27.88
10312,S18_2325,Autoart Studio Design,31,111.87
10312,S24_3969,Red Start Diecast,31,40.21
10312,S18_2248,Motor City Art Classics,30,48.43
10312,S18_1749,Welly Diecast Productions,48,146.2
10313,S32_2509,Classic Metal Creations,38,48.7
10313,S18_2319,Unimax Art Galleries,29,109.23
10313,S18_3232,Unimax Art Galleries,25,143.94
10313,S24_2300,Autoart Studio Design,42,102.23
10313,S18_2432,Carousel DieCast Legends,34,52.87
10313,S32_1268,Motor City Art Classics,27,96.31
10313,S10_4962,Second Gear Diecast,40,141.83
10313,S18_4600,Motor City Art Classics,28,110.18
10313,S700_2824,Carousel DieCast Legends,30,96.09
10313,S32_3522,Red Start Diecast,34,55.59
10313,S12_1666,Welly Diecast Productions,21,131.2
10314,S18_3140,Unimax Art Galleries,20,129.76
10314,S700_1938,Studio M Art Models,23,83.15
10314,S18_3259,Carousel DieCast Legends,23,84.71
10314,S12_3891,Second Gear Diecast,36,169.56
10314,S12_1108,Second Gear Diecast,38,176.63
10314,S12_3148,Welly Diecast Productions,46,125.4
10314,S50_1514,Classic Metal Creations,38,50.38
10314,S18_4027,Min Lin Diecast,29,129.26
10314,S32_3207,Gearbox Collectibles,35,58.41
10314,S24_4048,Exoto Designs,38,111.18
10314,S24_1444,Highway 66 Mini Classics,44,51.44
10314,S50_1392,Highway 66 Mini Classics,28,115.75
10314,S18_2238,Gearbox Collectibles,42,135.9
10314,S12_4473,Exoto Designs,45,95.99
10314,S24_2840,Carousel DieCast Legends,39,31.82
10315,S24_3151,Min Lin Diecast,24,78.77
10315,S700_1138,Autoart Studio Design,41,60.67
10315,S700_3505,Carousel DieCast Legends,31,99.17
10315,S700_3962,Welly Diecast Productions,37,88.39
10315,S72_3212,Unimax Art Galleries,40,51.32
10315,S24_2011,Carousel DieCast Legends,35,111.83
10315,S18_4522,Exoto Designs,36,78.12
10316,S24_1785,Classic Metal Creations,25,93.01
10316,S32_4289,Highway 66 Mini Classics,24,59.16
10316,S50_1341,Studio M Art Models,34,36.66
10316,S700_1691,Min Lin Diecast,34,74.9
10316,S700_3167,Motor City Art Classics,48,77.6
10316,S700_2466,Motor City Art Classics,23,85.76
10316,S700_4002,Second Gear Diecast,44,68.11
10316,S24_3949,Second Gear Diecast,30,67.56
10316,S18_1662,Red Start Diecast,27,140.34
10316,S24_2841,Autoart Studio Design,34,67.14
10316,S24_3420,Autoart Studio Design,47,55.23
10316,S72_1253,Motor City Art Classics,34,43.7
10316,S700_2047,Unimax Art Galleries,45,73.32
10316,S18_3856,Exoto Designs,47,89.99
10316,S18_3029,Min Lin Diecast,21,72.26
10316,S24_3816,Carousel DieCast Legends,25,77.15
10316,S10_4757,Motor City Art Classics,33,126.48
10316,S700_2610,Red Start Diecast,48,67.22
10317,S24_4278,Unimax Art Galleries,35,69.55
10318,S10_1678,Min Lin Diecast,46,84.22
10318,S24_1578,Autoart Studio Design,48,93.54
10318,S10_4698,Red Start Diecast,37,189.79
10318,S10_2016,Highway 66 Mini Classics,45,102.29
10318,S18_2625,Welly Diecast Productions,42,49.67
10318,S24_2000,Highway 66 Mini Classics,26,60.94
10318,S32_1374,Exoto Designs,47,81.91
10318,S700_2834,Highway 66 Mini Classics,50,102.04
10318,S18_2581,Gearbox Collectibles,31,81.95
10319,S18_3278,Min Lin Diecast,46,77.19
10319,S24_4620,Classic Metal Creations,43,78.41
10319,S18_4721,Classic Metal Creations,45,120.53
10319,S18_3782,Studio M Art Models,44,54.71
10319,S32_2206,Gearbox Collectibles,29,35
10319,S50_4713,Autoart Studio Design,45,79.73
10319,S24_2360,Highway 66 Mini Classics,31,65.8
10319,S32_4485,Second Gear Diecast,22,96.95
10319,S12_2823,Unimax Art Galleries,30,134.05
10320,S12_3380,Welly Diecast Productions,35,102.17
10320,S24_3371,Welly Diecast Productions,26,60.62
10320,S12_1099,Autoart Studio Design,31,184.84
10320,S12_3990,Studio M Art Models,38,63.84
10320,S18_3482,Gearbox Collectibles,25,139.64
10321,S24_2766,Classic Metal Creations,30,74.51
10321,S24_3191,Exoto Designs,39,81.33
10321,S24_1046,Unimax Art Galleries,30,68.35
10321,S24_3432,Gearbox Collectibles,21,103.87
10321,S24_1628,Carousel DieCast Legends,48,42.76
10321,S18_1589,Classic Metal Creations,44,120.71
10321,S18_2870,Red Start Diecast,27,126.72
10321,S18_3685,Gearbox Collectibles,28,138.45
10321,S18_1984,Min Lin Diecast,25,142.25
10321,S18_1129,Highway 66 Mini Classics,41,123.14
10321,S18_3232,Unimax Art Galleries,33,164.26
10321,S24_2972,Second Gear Diecast,37,31.72
10321,S24_3856,Classic Metal Creations,26,137.62
10321,S18_1889,Gearbox Collectibles,37,73.92
10321,S12_4675,Welly Diecast Productions,24,105.95
10322,S10_1949,Classic Metal Creations,40,180.01
10322,S18_2795,Gearbox Collectibles,36,158.63
10322,S24_1937,Motor City Art Classics,20,26.55
10322,S24_2022,Classic Metal Creations,30,40.77
10322,S18_1367,Studio M Art Models,41,44.21
10322,S18_2325,Autoart Studio Design,50,120.77
10322,S18_3136,Red Start Diecast,48,90.06
10322,S10_4962,Second Gear Diecast,46,141.83
10322,S12_1666,Welly Diecast Productions,27,136.67
10322,S18_1097,Studio M Art Models,22,101.5
10322,S18_2432,Carousel DieCast Legends,35,57.12
10322,S18_2949,Carousel DieCast Legends,33,100.3
10322,S18_2957,Min Lin Diecast,41,54.34
10322,S18_1342,Motor City Art Classics,43,92.47
10323,S18_4600,Motor City Art Classics,47,96.86
10323,S18_3320,Exoto Designs,33,88.3
10324,S12_3148,Welly Diecast Productions,27,148.06
10324,S24_2300,Autoart Studio Design,31,107.34
10324,S24_4258,Second Gear Diecast,33,95.44
10324,S32_3522,Red Start Diecast,48,60.76
10324,S700_2824,Carousel DieCast Legends,34,80.92
10324,S18_4668,Studio M Art Models,38,49.81
10324,S12_4473,Exoto Designs,26,100.73
10324,S18_2238,Gearbox Collectibles,47,142.45
10324,S24_2840,Carousel DieCast Legends,30,29.35
10324,S18_2319,Unimax Art Galleries,33,105.55
10324,S32_1268,Motor City Art Classics,20,91.49
10324,S18_3232,Unimax Art Galleries,27,137.17
10324,S18_4027,Min Lin Diecast,49,120.64
10324,S24_1444,Highway 66 Mini Classics,25,49.71
10325,S12_3891,Second Gear Diecast,24,166.1
10325,S32_3207,Gearbox Collectibles,28,55.3
10325,S32_2509,Classic Metal Creations,38,44.37
10325,S50_1392,Highway 66 Mini Classics,38,99.55
10325,S24_4048,Exoto Designs,44,114.73
10325,S10_4757,Motor City Art Classics,47,111.52
10325,S50_1514,Classic Metal Creations,44,56.24
10325,S12_1108,Second Gear Diecast,42,193.25
10325,S18_3140,Unimax Art Galleries,24,114.74
10326,S700_1138,Autoart Studio Design,39,60.67
10326,S24_3816,Carousel DieCast Legends,20,81.34
10326,S24_3151,Min Lin Diecast,41,86.74
10326,S24_2011,Carousel DieCast Legends,41,120.43
10326,S18_4522,Exoto Designs,50,73.73
10326,S18_3259,Carousel DieCast Legends,32,94.79
10327,S700_2610,Red Start Diecast,21,65.05
10327,S700_3505,Carousel DieCast Legends,43,85.14
10327,S700_3962,Welly Diecast Productions,37,83.42
10327,S72_3212,Unimax Art Galleries,37,48.05
10327,S18_3029,Min Lin Diecast,25,74.84
10327,S18_1662,Red Start Diecast,25,154.54
10327,S700_1938,Studio M Art Models,20,79.68
10327,S18_2581,Gearbox Collectibles,45,74.34
10328,S24_2841,Autoart Studio Design,48,67.82
10328,S24_3420,Autoart Studio Design,20,56.55
10328,S24_3949,Second Gear Diecast,35,55.96
10328,S24_4278,Unimax Art Galleries,43,69.55
10328,S32_4289,Highway 66 Mini Classics,24,57.1
10328,S18_3856,Exoto Designs,34,104.81
10328,S50_1341,Studio M Art Models,34,42.33
10328,S700_1691,Min Lin Diecast,27,84.03
10328,S700_2047,Unimax Art Galleries,41,75.13
10328,S700_2466,Motor City Art Classics,37,95.73
10328,S700_2834,Highway 66 Mini Classics,33,117.46
10328,S700_4002,Second Gear Diecast,39,69.59
10328,S700_3167,Motor City Art Classics,33,71.2
10328,S24_1785,Classic Metal Creations,47,87.54
10329,S10_1678,Min Lin Diecast,42,80.39
10329,S10_2016,Highway 66 Mini Classics,20,109.42
10329,S10_4698,Red Start Diecast,26,164.61
10329,S24_2000,Highway 66 Mini Classics,37,71.6
10329,S12_1099,Autoart Studio Design,41,182.9
10329,S12_2823,Unimax Art Galleries,24,128.03
10329,S24_1578,Autoart Studio Design,30,104.81
10329,S72_1253,Motor City Art Classics,44,41.22
10329,S18_1889,Gearbox Collectibles,29,66.22
10329,S18_3278,Min Lin Diecast,38,65.13
10329,S32_1374,Exoto Designs,45,80.91
10329,S18_2625,Welly Diecast Productions,38,55.72
10329,S12_3380,Welly Diecast Productions,46,117.44
10329,S12_3990,Studio M Art Models,33,74.21
10329,S12_4675,Welly Diecast Productions,39,102.49
10330,S24_2360,Highway 66 Mini Classics,42,56.1
10330,S18_3782,Studio M Art Models,29,59.06
10330,S18_3482,Gearbox Collectibles,37,136.7
10330,S18_4721,Classic Metal Creations,50,133.92
10331,S24_3856,Classic Metal Creations,21,139.03
10331,S24_4620,Classic Metal Creations,41,70.33
10331,S32_2206,Gearbox Collectibles,28,33.39
10331,S32_4485,Second Gear Diecast,32,100.01
10331,S50_4713,Autoart Studio Design,20,74.04
10331,S18_1129,Highway 66 Mini Classics,46,120.31
10331,S18_1749,Welly Diecast Productions,44,154.7
10331,S18_1984,Min Lin Diecast,30,135.14
10331,S24_3371,Welly Diecast Productions,25,55.11
10331,S18_2870,Red Start Diecast,26,130.68
10331,S18_3232,Unimax Art Galleries,27,169.34
10331,S18_3685,Gearbox Collectibles,26,132.8
10331,S24_2972,Second Gear Diecast,27,37
10331,S18_1589,Classic Metal Creations,44,99.55
10332,S18_2795,Gearbox Collectibles,24,138.38
10332,S18_4409,Exoto Designs,50,92.03
10332,S18_4933,Studio M Art Models,21,70.56
10332,S24_1046,Unimax Art Galleries,23,61.73
10332,S24_1628,Carousel DieCast Legends,20,47.29
10332,S24_1937,Motor City Art Classics,45,29.87
10332,S24_2766,Classic Metal Creations,39,84.51
10332,S18_2325,Autoart Studio Design,35,116.96
10332,S18_2248,Motor City Art Classics,38,53.88
10332,S24_2022,Classic Metal Creations,26,43.01
10332,S24_2887,Exoto Designs,44,108.04
10332,S24_3191,Exoto Designs,45,77.91
10332,S24_3432,Gearbox Collectibles,31,94.23
10332,S24_3969,Red Start Diecast,41,34.47
10332,S18_1342,Motor City Art Classics,46,89.38
10332,S18_1367,Studio M Art Models,27,51.21
10332,S18_2957,Min Lin Diecast,26,53.09
10332,S18_3136,Red Start Diecast,40,100.53
10333,S24_4258,Second Gear Diecast,39,95.44
10333,S18_3320,Exoto Designs,46,95.24
